name,rating,numberofbik,price,WatchthisMonth,Kosher,Address,asian restaurant,italian restaurant,gril restaurant,mediterranean restaurant,sea food,coffe,delivery,burger shop,online order,City,Street
לוקה דיינר איטלקי,0,1,0,0,כשר,"מוטה גור 7, עכו",0,1,0,0,0,0,0,0,0,עכו,מוטה גור 7
קפה ג'ייקוב,0,3,0,0,כשר,"שדרות רחבעם זאבי, חדרה",0,0,0,0,0,1,0,0,0,חדרה,שדרות רחבעם זאבי
טורטה,8.8,538,מחיר זול,286,לא כשר,"יהושפט 22, עכו",0,0,0,0,0,1,0,0,0,עכו,יהושפט 22
רויאל בר,0,0,0,0,לא כשר,ג'וליס,0,0,0,0,0,0,1,0,0,ג'וליס,
טינטו טאפאס בר,8.3,244,מחיר סביר,162,לא כשר,"דרך בן גוריון 105, בת ים",0,0,0,0,0,0,1,0,1,בת ים,דרך בן גוריון 105
דניה קפה בכיכר,8.9,5590,מחיר סביר,332,כשר,"שדרות הרצל 111, ירושלים",0,1,0,0,0,1,1,0,1,ירושלים,שדרות הרצל 111
מפרומה,8.3,427,מחיר זול,85,כשר,"מבנה בארות יצחק, בארות יצחק",0,0,0,0,0,0,1,0,1,בארות יצחק,מבנה בארות יצחק
קפה ליון,8.8,2155,מחיר סביר,686,כשר,"ביג FASHION אשדוד, אשדוד",0,1,0,0,0,1,0,0,0,אשדוד,ביג FASHION אשדוד
תבשילאש,0,27,0,0,כשר,"התעשייה 2, קרית אתא",0,0,1,1,0,0,1,0,0,קרית אתא,התעשייה 2
פלאפל הבית,0,1,0,0,לא כשר,טובא זנגריה,0,0,1,0,0,0,0,0,0,טובא זנגריה,
נאפיס חולון,8.1,8234,מחיר סביר,1877,לא כשר,"יוסף לישנסקי 27, ראשון לציון",0,0,1,1,0,0,1,0,1,ראשון לציון,יוסף לישנסקי 27
ארקפה,8.4,857,מחיר סביר,461,כשר,"הרקיע 1, קיסריה",0,1,0,0,0,1,0,0,0,קיסריה,הרקיע 1
הם בורגר haam burger,0,6,0,0,כשר,"שבי ציון 2, אשדוד",0,0,1,0,0,0,1,1,0,אשדוד,שבי ציון 2
גולד בורגר gold burger,0,3,0,0,לא כשר,"שדרות דב הוז 59, חולון",0,0,1,0,0,0,1,1,1,חולון,שדרות דב הוז 59
פונדק עין כרם,8.4,4080,מחיר סביר,791,לא כשר,"המעיין 9, ירושלים",0,0,1,0,0,1,1,0,1,ירושלים,המעיין 9
מסעדת אבו מהראן,8.3,328,ציון העסק 8.3,88,לא כשר,כאוכב אבו אל היגא,0,0,0,1,0,0,0,0,0,כאוכב אבו אל היגא,
קינג קונג,0,0,0,0,לא כשר,"ביג סנטר, כרמיאל",1,0,0,0,0,0,1,0,1,כרמיאל,ביג סנטר
שווארמה מוניר,0,2,0,0,כשר,עראבה,0,0,1,0,0,0,1,0,0,עראבה,
אסייתיקו,7.6,116,ציון העסק 7.6,163,כשר,"שלום עליכם 3, חיפה (מרכז זיו)",1,0,0,0,0,0,0,0,0,חיפה (מרכז זיו),שלום עליכם 3
סילביס,8.3,10,ציון העסק 8.3,137,לא כשר,"המתכת 9, נוף הגליל",0,0,1,0,0,0,1,0,0,נוף הגליל,המתכת 9
קפה אלנבי,8.4,926,מחיר סביר,586,לא כשר,"ברוך קטינקא 2, באר שבע (ישפרו פלאנט)",0,0,0,0,0,1,1,0,1,באר שבע (ישפרו פלאנט),ברוך קטינקא 2
ג'חנון קול,7.9,2746,מחיר זול,538,לא כשר,"דרך זאב ז'בוטינסקי 20, רמת גן",0,0,0,0,0,0,1,0,1,רמת גן,דרך זאב ז'בוטינסקי 20
בלאדי שווארמה ובשרים,9,47,ציון העסק 9,2324,כשר,"מרכז מסחרי כיכר יהלום, מעלה אדומים",0,0,1,0,0,0,0,0,0,מעלה אדומים,מרכז מסחרי כיכר יהלום
מאמא תקווה,0,7,0,0,לא כשר,"ביל""ו 60, רחובות",0,0,1,0,0,0,1,0,0,רחובות,"ביל""ו 60"
יעקב קבב,8.4,2501,מחיר זול,338,כשר,"העלייה השנייה 20, חיפה",0,0,1,0,0,0,1,0,1,חיפה,העלייה השנייה 20
גיג'ס אנטריקוט בר,0,9,מחיר סביר,0,כשר,"דרך הגליל 3, ראש פינה",0,0,1,0,0,0,1,0,1,ראש פינה,דרך הגליל 3
Marla Singer,8.5,1526,מחיר זול,450,לא כשר,"שחם 32, פתח תקווה (בית אמרגד)",0,0,0,0,0,0,0,0,1,פתח תקווה (בית אמרגד),שחם 32
קפה גרג,6.9,724,מחיר סביר,249,כשר,"קניון איילון, רמת גן",0,1,0,0,0,1,1,0,1,רמת גן,קניון איילון
קפה בעלמא,9,2104,מחיר סביר,1862,כשר,"דרך יצחק רבין 17, פתח תקווה (Y סנטר)",0,1,0,0,0,1,0,0,1,פתח תקווה (Y סנטר),דרך יצחק רבין 17
בית הספר למשחק ואמנויות הבמה בנגב,0,8,0,0,לא כשר,"שדרות שז""ר 8, באר שבע",0,0,0,0,0,1,0,0,0,באר שבע,"שדרות שז""ר 8"
קפה קפה אלמה,7.5,917,מחיר סביר,238,לא כשר,"ביג FASHION אשדוד, אשדוד",0,0,0,0,0,1,1,0,1,אשדוד,ביג FASHION אשדוד
אומי סושי,8.2,15,ציון העסק 8.2,20,לא כשר,"הרצל 59, בת ים",1,0,0,0,0,0,1,0,0,בת ים,הרצל 59
תלסה,7.9,188,מחיר סביר,200,לא כשר,"סאן, בת ים",0,0,0,1,0,0,1,0,1,בת ים,סאן
פיתה עם בשר,0,2,0,0,כשר • משלוחים בלבד,יגל,0,0,1,0,0,0,1,0,0,יגל,
עיז'ו וביז'ו,8.9,830,ציון העסק 8.9,352,מושגח ללא תעודה,"האיזמל 1, נס ציונה",0,0,1,0,0,0,0,1,0,נס ציונה,האיזמל 1
אוריינט,8.8,9562,מחיר יקר,147,כשר,"עמק רפאים 3, ירושלים (OrienTop)",0,1,0,0,0,0,1,0,1,ירושלים (OrienTop),עמק רפאים 3
פסטה וזהו,8.9,681,מחיר זול,2271,לא כשר,"ההסתדרות 12, שדרות",0,1,0,0,0,0,1,0,1,שדרות,ההסתדרות 12
רוקו סושי בר,8.5,856,מחיר יקר,508,לא כשר,"הנמל 10, חיפה",1,0,0,0,0,0,0,0,1,חיפה,הנמל 10
אחוזת אלחיר,8.9,966,מחיר סביר,100,לא כשר,"שכונת ח'אלת נסאר, דאלית אל כרמל",0,0,0,0,0,0,0,0,0,דאלית אל כרמל,שכונת ח'אלת נסאר
טאקוסושי,0,0,0,0,לא כשר,קרני שומרון,1,0,0,0,0,0,0,0,0,קרני שומרון,
צ'אביז,8,2047,מחיר סביר,503,כשר,"שדרות עובד בן עמי 10, נתניה",0,0,1,0,0,0,1,1,1,נתניה,שדרות עובד בן עמי 10
השוארמה של עמוס,8.2,121,ציון העסק 8.2,174,כשר,"הרצל 29, אשקלון",0,0,0,0,0,0,0,0,0,אשקלון,הרצל 29
בר המשכן,8.3,21,ציון העסק 8.3,198,כשר,"אזור תעשייה שילה, שילה",0,0,0,0,0,0,0,0,0,שילה,אזור תעשייה שילה
פיצה USA,8.7,686,מחיר זול,527,כשר,"ברנשטיין 3, ראשון לציון",0,1,0,0,0,1,1,0,1,ראשון לציון,ברנשטיין 3
רפאלוס,8.6,51,ציון העסק 8.6,971,כשר,"הררי קדם, רבבה",0,0,1,0,0,0,0,0,0,רבבה,הררי קדם
פריים,6.4,143,מחיר סביר,855,לא כשר,"טרמינל 3, נמל תעופה בן גוריון",1,0,0,0,0,0,1,0,1,נמל תעופה בן גוריון,טרמינל 3
בפטיו של דבו,8.8,161,ציון העסק 8.8,365,לא כשר,טללים,0,0,1,0,0,0,0,0,0,טללים,
סלימה,0,4,0,0,לא כשר,עראבה,0,1,0,0,0,1,0,0,0,עראבה,
שווארמה הרצל 2,8.9,1106,מחיר סביר,1952,כשר,"משה לוי 7, ראשון לציון",0,0,1,0,0,0,0,0,0,ראשון לציון,משה לוי 7
השניצל של כושי,8.4,419,מחיר סביר,367,כשר,"התע""ש 26, כפר סבא",0,0,1,0,0,0,1,1,1,כפר סבא,"התע""ש 26"
אלחרובה,0,3,0,0,לא כשר,יאנוח ג'ת,0,0,1,0,0,0,0,0,0,יאנוח ג'ת,
קפה גן סיפור,7.6,44,מחיר סביר,647,כשר,"שדרות משה דיין, אשדוד",0,1,0,0,0,1,0,0,1,אשדוד,שדרות משה דיין
סמבוסק הארזים,8.6,2505,מחיר זול,188,לא כשר,חורפיש,0,0,0,0,0,0,0,0,0,חורפיש,
אצל פנינה המסעדה הירוקה,0,11,0,0,כשר,פתחיה,0,0,1,0,0,0,0,0,0,פתחיה,
אטלן דלי,0,0,0,0,לא כשר,"שוק, נתניה",0,0,0,0,0,0,0,0,0,נתניה,שוק
מסעדת אלקאותר,8.3,232,מחיר זול,87,לא כשר,"שכונת אל מג'לס אל קדים, כפר מנדא",0,0,0,0,0,0,1,0,0,כפר מנדא,שכונת אל מג'לס אל קדים
מסעדת רימון,8.1,9389,מחיר זול,49,לא כשר,"היוצרים 6, אור יהודה",0,0,0,0,0,0,1,1,1,אור יהודה,היוצרים 6
הג'חנון של שרה,8.6,143,מחיר זול,273,מושגח ללא תעודה,"עמק דותן 54, מודיעין מכבים רעות",0,0,0,0,0,0,0,0,0,מודיעין מכבים רעות,עמק דותן 54
מגנוליה מיוזיק בר,0,1,0,0,לא כשר,"הכרמל 3, יוקנעם עילית",0,0,0,0,0,0,0,0,0,יוקנעם עילית,הכרמל 3
רוטיסרי ציקן קלאב,8.2,662,מחיר סביר,153,כשר,"דרך זאב ז'בוטינסקי 61, פתח תקווה",0,0,1,0,0,0,1,0,1,פתח תקווה,דרך זאב ז'בוטינסקי 61
בית ליבנה,8,102,ציון העסק 8,16,כשר,"חרובית 9, עין הבשור",0,1,1,0,0,0,0,0,0,עין הבשור,חרובית 9
אנטריקוטי,8.1,3642,מחיר סביר,677,כשר,"א.ד. גורדון 28, פתח תקווה",0,1,1,0,1,0,1,0,1,פתח תקווה,א.ד. גורדון 28
הירושלמי,0,106,מחיר זול,0,לא כשר,"דרך הים 3, חיפה",0,0,0,0,0,0,1,0,1,חיפה,דרך הים 3
בית לישנסקי,8.8,479,מחיר סביר,347,מושגח ללא תעודה,"הראשונים 42, מטולה",0,0,0,0,0,0,1,0,1,מטולה,הראשונים 42
סמיל'ה,0,4,0,0,לא כשר,"גיורא יוספטל 26, קרית ים",0,0,1,0,0,0,0,0,0,קרית ים,גיורא יוספטל 26
יומנגס,8.3,4553,מחיר סביר,1205,לא כשר,גבעת ברנר,0,0,1,0,0,0,1,1,1,גבעת ברנר,
ג'פניקה,8.1,1530,מחיר סביר,985,כשר,"דרך הגליל, ראש פינה",1,0,0,0,0,0,1,0,1,ראש פינה,דרך הגליל
בא לי שניצל,8.5,160,ציון העסק 8.5,347,כשר,"שדרות דוד בן גוריון 2, קרית מלאכי (מרכז אורן)",0,0,1,0,0,0,1,0,0,קרית מלאכי (מרכז אורן),שדרות דוד בן גוריון 2
ליבירה,8.6,7215,מחיר סביר,890,לא כשר,"הנמל 26, חיפה",0,0,1,0,0,0,1,1,1,חיפה,הנמל 26
סימפוני,8.3,326,ציון העסק 8.3,563,לא כשר,"דרך רפאל איתן 1, קרית אונו",0,0,0,0,0,0,0,0,1,קרית אונו,דרך רפאל איתן 1
Barbazina,0,52,0,0,לא כשר,דאלית אל כרמל,0,0,0,0,0,0,0,0,0,דאלית אל כרמל,
Seiko סייקו סושי אנד ווק,8.2,921,מחיר סביר,365,כשר,"דרך בן גוריון 79, בת ים",1,0,1,0,0,0,1,0,1,בת ים,דרך בן גוריון 79
KOLIGA,8.3,723,מחיר זול,234,כשר,"תחייה 14, פרדס חנה כרכור",0,0,1,0,0,0,1,1,1,פרדס חנה כרכור,תחייה 14
מיטלנד Meatland,8.5,400,מחיר סביר,725,לא כשר,"שדרות ז'בוטינסקי 2, נתניה",0,0,1,0,0,0,0,0,0,נתניה,שדרות ז'בוטינסקי 2
אשל אברהם,0,4,מחיר זול,0,כשר,"אליהו קורן 27, ירושלים",0,0,1,0,0,0,0,0,0,ירושלים,אליהו קורן 27
קבב הכפר,8.5,409,מחיר זול,322,לא כשר,"הרצל 20, טירת כרמל",0,0,0,0,0,0,0,0,0,טירת כרמל,הרצל 20
ניקושא Nikosha,8,958,ציון העסק 8,126,כשר,"ז'בוטינסקי 54, טירת כרמל",1,0,1,0,0,0,1,0,1,טירת כרמל,ז'בוטינסקי 54
ווק אווי,0,2,מחיר זול,0,לא כשר,"השריון 1, נס ציונה",1,0,1,0,0,0,1,0,1,נס ציונה,השריון 1
בני הדייג,8,3264,מחיר סביר,759,לא כשר,"כפר הים, חדרה",0,0,0,0,1,0,0,0,1,חדרה,כפר הים
קפה גרג,0,2,מחיר סביר,0,לא כשר,"קולנוע סינמטק, חיפה",0,0,0,0,0,1,0,0,0,חיפה,קולנוע סינמטק
המבשלות של ירוחם שולה כנפו,8.6,169,מחיר סביר,185,כשר,"ההגנה, ירוחם",0,0,0,0,0,0,0,0,0,ירוחם,ההגנה
אסלאן,8.6,1447,מחיר זול,1127,כשר,"הקשת 6, קרית אונו",0,0,1,0,0,0,1,0,1,קרית אונו,הקשת 6
מנדרין,7.9,230,מחיר סביר,105,לא כשר,"עופר גרנד קניון, חיפה",0,1,0,0,0,1,0,0,0,חיפה,עופר גרנד קניון
אחלה,8.5,3538,מחיר סביר,1496,כשר,"יוחנן הסנדלר 19, כפר סבא",0,0,1,0,0,0,0,0,0,כפר סבא,יוחנן הסנדלר 19
הטאבון בון בון,8.6,3837,מחיר זול,446,כשר,"דרך רמתיים 92, הוד השרון",0,1,1,0,0,0,1,0,1,הוד השרון,דרך רמתיים 92
מוטפאק,9.3,1659,מחיר זול,2564,לא כשר,"דרך שלמה 110, תל אביב יפו",0,0,1,0,0,0,1,0,1,תל אביב יפו,דרך שלמה 110
Better Burger,8.7,5297,מחיר סביר,513,כשר,"רוטשילד 83, פתח תקווה",0,0,1,0,0,0,1,1,1,פתח תקווה,רוטשילד 83
כיכר הטעמים,0,1,0,0,כשר,"וינגייט 2, באר שבע",0,0,1,0,0,0,1,0,0,באר שבע,וינגייט 2
ג'ו קולג',0,0,0,0,לא כשר,"אלי ויזל 2, ראשון לציון",0,0,0,0,0,1,0,0,0,ראשון לציון,אלי ויזל 2
קפה לקר,7.6,151,ציון העסק 7.6,313,לא כשר,כברי,0,1,1,0,0,1,0,0,0,כברי,
Moses Shop,0,503,מחיר סביר,0,לא כשר,"ז'בוטינסקי 3, הוד השרון (קניון עזריאלי הוד השרון)",0,0,1,0,0,0,1,1,1,הוד השרון (קניון עזריאלי הוד השרון),ז'בוטינסקי 3
נומי,8,677,ציון העסק 8,979,לא כשר,"דרך הפרחים 1, כפר מונש",0,0,0,0,0,0,0,0,1,כפר מונש,דרך הפרחים 1
ידה ידה,8.5,279,מחיר סביר,1042,כשר,"רחבת הבנים 1, בית יצחק שער חפר",0,1,0,0,0,1,1,0,0,בית יצחק שער חפר,רחבת הבנים 1
המסעדה היהודית,8.5,3153,מחיר סביר,723,כשר,"כינרת 4, בני ברק",0,0,1,0,0,0,1,0,1,בני ברק,כינרת 4
ג'פניקה,8.2,521,מחיר סביר,712,לא כשר,"מבנה גן שמואל, גן שמואל",1,0,0,0,0,0,1,0,1,גן שמואל,מבנה גן שמואל
בר בשר,8.9,310,מחיר סביר,629,לא כשר,"צומת גומא, אזור עמק חולה",0,0,1,0,0,0,1,1,1,אזור עמק חולה,צומת גומא
קפה גרג,7.5,1241,מחיר סביר,381,כשר,"מיקס שרונים, הוד השרון",0,0,0,0,0,1,1,0,1,הוד השרון,מיקס שרונים
אהרלה טאבון,0,16,0,0,לא כשר,"הזית 9, מגדל העמק",0,0,0,0,0,0,0,0,0,מגדל העמק,הזית 9
בליקר בייקרי,8,1176,מחיר סביר,445,כשר,"ויצמן 207, כפר סבא (מתחם G כפר סבא)",0,1,0,0,0,1,1,0,1,כפר סבא (מתחם G כפר סבא),ויצמן 207
בובו בורגרס,0,4,0,0,לא כשר,"שמריהו לוין 3, באר שבע",0,0,1,0,0,0,0,1,0,באר שבע,שמריהו לוין 3
עזרא ובניו הכשר,8.6,1034,מחיר זול,1744,כשר,"העמל 10, בת ים",0,0,1,0,0,0,1,0,0,בת ים,העמל 10
בארוד,8.6,1110,מחיר סביר,236,לא כשר,"יפו 31, ירושלים",0,0,0,0,0,0,1,0,1,ירושלים,יפו 31
בית מרווה,7.9,39,ציון העסק 7.9,18,לא כשר,"חנה 13, חיפה",0,0,0,0,0,0,0,0,0,חיפה,חנה 13
BBB,8.3,1946,מחיר סביר,729,לא כשר,"אקליפטוס 3, רמת ישי",0,0,1,0,0,0,1,1,1,רמת ישי,אקליפטוס 3
טראמפ כשר,0,0,0,0,כשר,"העצמאות 93, אשדוד",1,0,0,0,0,0,1,0,0,אשדוד,העצמאות 93
מסעדת ויקי,8.1,65,ציון העסק 8.1,129,כשר,"דוד פנקס 17, נתניה",0,0,1,0,0,0,1,0,0,נתניה,דוד פנקס 17
ברבהר,8.7,5906,מחיר סביר,2145,מושגח ללא תעודה,"צומת נס הרים, ירושלים והסביבה",0,1,0,0,0,1,0,0,0,ירושלים והסביבה,צומת נס הרים
קפה קפה,8.2,893,מחיר סביר,145,לא כשר,"סונול צומת גולני, טורעאן",0,0,1,0,0,1,1,0,0,טורעאן,סונול צומת גולני
פידל בר,0,20,0,0,לא כשר,"ביאליק 13, רמת גן",0,0,0,0,0,0,1,0,1,רמת גן,ביאליק 13
Vivino,8.8,159,מחיר סביר,1296,לא כשר,"עתיר ידע 4, כפר סבא",0,1,0,0,0,0,1,0,1,כפר סבא,עתיר ידע 4
בא לי הודי,8.3,20,ציון העסק 8.3,195,כשר • דוכן • פודטראק • מקום ללא גלוטן,"גלובוס סנטר, אזור אשקלון",0,0,1,0,0,0,0,0,0,אזור אשקלון,גלובוס סנטר
סילו,8.4,4786,מחיר סביר,1095,לא כשר,"פארק פרס, חולון",0,1,0,0,0,0,0,0,1,חולון,פארק פרס
Meat me,8,2475,מחיר סביר,868,לא כשר,"עזרא יסודי, אשקלון",0,0,1,0,0,0,0,0,0,אשקלון,עזרא יסודי
לחם יין,8.7,3426,מחיר סביר,557,לא כשר,"דרך החורש 4, יהוד מונוסון",0,0,1,0,0,1,1,0,1,יהוד מונוסון,דרך החורש 4
קינג קונג,0,107,0,0,לא כשר,כפר קריות,1,0,0,0,0,0,0,0,0,כפר קריות,
בית הבד באבטליון,8.6,200,ציון העסק 8.6,153,כשר,אבטליון,0,1,0,0,0,1,0,0,0,אבטליון,
נורמה,8.9,937,מחיר סביר,376,לא כשר,"ראשונים, כפר שמריהו",0,0,0,0,0,1,1,0,1,כפר שמריהו,ראשונים
בין המטעים קפה בקיבוץ,8.5,718,מחיר סביר,278,כשר,"מרכז ספורט, רמת רחל",0,1,0,0,1,1,1,0,1,רמת רחל,מרכז ספורט
האותנטית החדשה,8.5,1022,מחיר סביר,1212,כשר,"דיזיין פלוס באר שבע, באר שבע",0,0,1,0,0,0,0,0,1,באר שבע,דיזיין פלוס באר שבע
אביסרור בשרים,7.7,13,ציון העסק 7.7,447,כשר,"הגדוד השלישי 1, צפת",0,0,1,0,0,0,1,0,0,צפת,הגדוד השלישי 1
סן שיי,7.9,362,מחיר זול,399,כשר,"קק""ל 46, באר שבע",1,0,0,0,0,0,1,0,1,באר שבע,"קק""ל 46"
גוטה,8.7,13115,מחיר סביר,128,לא כשר,"מבנה אקרשטיין הרצליה, הרצליה",0,0,0,0,0,0,1,0,1,הרצליה,מבנה אקרשטיין הרצליה
רפאלו,8.3,3604,מחיר סביר,469,כשר,"עופר הקריון, קרית ביאליק",0,1,0,0,0,1,1,0,1,קרית ביאליק,עופר הקריון
מעשה ידיים,0,7,0,0,כשר,אביעזר,0,0,0,0,0,0,0,0,0,אביעזר,
המנסף הדרוזי,7.3,426,ציון העסק 7.3,92,לא כשר,"שכונת אל חארה אל ע'רביה, דאלית אל כרמל",0,0,1,0,0,0,0,0,0,דאלית אל כרמל,שכונת אל חארה אל ע'רביה
אל שייח',8.3,82,מחיר זול,83,לא כשר • חלאל,"אכסאל 2, נצרת",0,0,0,0,0,0,0,0,0,נצרת,אכסאל 2
חאלד עדוי,7.8,610,מחיר סביר,169,לא כשר,זבידאת,0,0,0,0,0,0,0,0,0,זבידאת,
המטבח,0,1,0,0,כשר,"החולה 1, יסוד המעלה",0,1,0,0,0,0,0,0,0,יסוד המעלה,החולה 1
הג'חנון של גל,0,6,0,0,לא כשר,"אבא הלל סילבר, באר יעקב",0,1,0,0,0,0,1,0,0,באר יעקב,אבא הלל סילבר
פיתה היט,8.1,4265,מחיר סביר,143,כשר,"מבצע קדש 55, בני ברק",0,0,1,0,0,0,1,0,1,בני ברק,מבצע קדש 55
טרומן אנד קו,8.6,20705,מחיר סביר,1062,לא כשר,קרית תעופה,0,0,1,0,0,0,1,1,1,קרית תעופה,
Ghada אוכל ביתי,0,0,0,0,לא כשר,ראמה,0,0,0,0,0,0,1,0,0,ראמה,
פום פיי בר איטלקי,7.8,59,ציון העסק 7.8,490,כשר,"רוטשילד 71, ראשון לציון",0,1,0,0,0,0,0,0,0,ראשון לציון,רוטשילד 71
